Driver,Team,LapNumber,LapTimeSec,Sector1Sec,Sector2Sec,Sector3Sec,Compound,TyreLife,SpeedST,IsPersonalBest,TrackStatus,Position,IsAccurate,Year,Circuit,Round
VER,Red Bull Racing,42.0,97.855,31.209,42.5,24.146,MEDIUM,12.0,304.0,False,1,2.0,True,2022,Sakhir,1
VER,Red Bull Racing,43.0,99.787,31.188,42.249,26.35,MEDIUM,13.0,305.0,False,1,2.0,False,2022,Sakhir,1
VER,Red Bull Racing,44.0,117.242,51.908,41.766,23.568,SOFT,4.0,212.0,False,1,3.0,False,2022,Sakhir,1
VER,Red Bull Racing,45.0,95.747,30.587,41.43,23.73,SOFT,5.0,303.0,True,1,2.0,True,2022,Sakhir,1
VER,Red Bull Racing,46.0,129.941,42.102,55.284,32.555,SOFT,6.0,222.0,False,164,2.0,False,2022,Sakhir,1
VER,Red Bull Racing,47.0,134.782,40.845,57.084,36.853,SOFT,7.0,253.0,False,4,2.0,False,2022,Sakhir,1
VER,Red Bull Racing,48.0,,54.606,62.831,34.327,SOFT,8.0,119.0,False,4,2.0,False,2022,Sakhir,1
VER,Red Bull Racing,49.0,145.374,43.039,68.042,34.293,SOFT,9.0,186.0,False,4,2.0,False,2022,Sakhir,1
VER,Red Bull Racing,50.0,144.508,45.067,59.062,40.379,SOFT,10.0,138.0,False,41,2.0,False,2022,Sakhir,1
VER,Red Bull Racing,51.0,95.44,30.521,41.27,23.649,SOFT,11.0,300.0,True,1,2.0,True,2022,Sakhir,1
VER,Red Bull Racing,52.0,95.462,30.578,41.319,23.565,SOFT,12.0,299.0,False,1,2.0,True,2022,Sakhir,1
VER,Red Bull Racing,53.0,95.927,30.517,41.435,23.975,SOFT,13.0,303.0,False,1,2.0,True,2022,Sakhir,1
VER,Red Bull Racing,54.0,124.094,31.367,43.081,49.646,SOFT,14.0,278.0,False,1,13.0,False,2022,Sakhir,1
GAS,AlphaTauri,1.0,104.27,,44.153,24.667,SOFT,4.0,265.0,False,1,8.0,False,2022,Sakhir,1
GAS,AlphaTauri,2.0,100.169,32.18,43.326,24.663,SOFT,5.0,289.0,True,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,3.0,99.968,31.94,43.366,24.662,SOFT,6.0,292.0,True,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,4.0,100.158,31.77,43.681,24.707,SOFT,7.0,297.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,5.0,100.249,31.849,43.679,24.721,SOFT,8.0,295.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,6.0,100.474,31.986,43.748,24.74,SOFT,9.0,296.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,7.0,100.433,31.942,43.66,24.831,SOFT,10.0,296.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,8.0,100.684,32.096,43.852,24.736,SOFT,11.0,296.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,9.0,100.844,32.023,43.971,24.85,SOFT,12.0,294.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,10.0,100.981,32.112,44.021,24.848,SOFT,13.0,294.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,11.0,101.089,32.157,44.084,24.848,SOFT,14.0,295.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,12.0,101.347,32.263,44.217,24.867,SOFT,15.0,295.0,False,1,7.0,True,2022,Sakhir,1
GAS,AlphaTauri,13.0,101.256,32.221,44.161,24.874,SOFT,16.0,295.0,False,1,7.0,True,2022,Sakhir,1
GAS,AlphaTauri,14.0,104.005,32.311,44.13,27.564,SOFT,17.0,296.0,False,12,7.0,False,2022,Sakhir,1
GAS,AlphaTauri,15.0,121.397,53.152,43.562,24.683,MEDIUM,1.0,219.0,False,1,12.0,False,2022,Sakhir,1
GAS,AlphaTauri,16.0,98.705,31.029,43.445,24.231,MEDIUM,2.0,326.0,True,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,17.0,98.868,31.602,42.982,24.284,MEDIUM,3.0,292.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,18.0,98.888,31.56,42.964,24.364,MEDIUM,4.0,296.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,19.0,99.416,31.764,43.257,24.395,MEDIUM,5.0,294.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,20.0,99.134,31.65,43.006,24.478,MEDIUM,6.0,296.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,21.0,99.083,31.628,43.073,24.382,MEDIUM,7.0,295.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,22.0,99.152,31.613,43.18,24.359,MEDIUM,8.0,295.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,23.0,99.31,31.742,43.158,24.41,MEDIUM,9.0,296.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,24.0,99.363,31.692,43.182,24.489,MEDIUM,10.0,295.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,25.0,99.485,31.675,43.389,24.421,MEDIUM,11.0,296.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,26.0,99.513,31.699,43.271,24.543,MEDIUM,12.0,296.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,27.0,99.919,32.171,43.305,24.443,MEDIUM,13.0,296.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,28.0,99.665,31.776,43.439,24.45,MEDIUM,14.0,297.0,False,1,7.0,True,2022,Sakhir,1
GAS,AlphaTauri,29.0,99.677,31.863,43.331,24.483,MEDIUM,15.0,297.0,False,1,7.0,True,2022,Sakhir,1
GAS,AlphaTauri,30.0,99.8,31.846,43.318,24.636,MEDIUM,16.0,297.0,False,1,7.0,True,2022,Sakhir,1
GAS,AlphaTauri,31.0,100.874,32.457,43.773,24.644,MEDIUM,17.0,298.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,32.0,102.305,31.928,43.438,26.939,MEDIUM,18.0,298.0,False,1,8.0,False,2022,Sakhir,1
GAS,AlphaTauri,33.0,120.808,54.323,42.453,24.032,HARD,1.0,215.0,False,1,10.0,False,2022,Sakhir,1
GAS,AlphaTauri,34.0,97.324,31.172,42.224,23.928,HARD,2.0,295.0,True,1,10.0,True,2022,Sakhir,1
GAS,AlphaTauri,35.0,97.54,31.28,42.286,23.974,HARD,3.0,297.0,False,1,9.0,True,2022,Sakhir,1
GAS,AlphaTauri,36.0,99.827,32.403,43.205,24.219,HARD,4.0,303.0,False,1,10.0,True,2022,Sakhir,1
GAS,AlphaTauri,37.0,99.596,31.695,43.155,24.746,HARD,5.0,300.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,38.0,98.221,31.087,42.988,24.146,HARD,6.0,318.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,39.0,98.552,31.608,42.857,24.087,HARD,7.0,297.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,40.0,98.204,31.492,42.613,24.099,HARD,8.0,297.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,41.0,98.301,31.523,42.621,24.157,HARD,9.0,299.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,42.0,98.329,31.453,42.692,24.184,HARD,10.0,297.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,43.0,98.478,31.468,42.816,24.194,HARD,11.0,296.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,44.0,98.704,31.563,42.866,24.275,HARD,12.0,298.0,False,1,8.0,True,2022,Sakhir,1
GAS,AlphaTauri,45.0,,,,,HARD,13.0,,,164,,False,2022,Sakhir,1
PER,Red Bull Racing,1.0,102.993,,43.551,24.454,SOFT,4.0,254.0,False,1,6.0,False,2022,Sakhir,1
PER,Red Bull Racing,2.0,99.092,31.632,42.939,24.521,SOFT,5.0,291.0,True,1,6.0,True,2022,Sakhir,1
PER,Red Bull Racing,3.0,99.473,31.789,43.115,24.569,SOFT,6.0,286.0,False,1,5.0,True,2022,Sakhir,1
PER,Red Bull Racing,4.0,98.741,31.361,42.855,24.525,SOFT,7.0,301.0,True,1,5.0,True,2022,Sakhir,1
PER,Red Bull Racing,5.0,98.861,31.357,42.876,24.628,SOFT,8.0,298.0,False,1,5.0,True,2022,Sakhir,1
PER,Red Bull Racing,6.0,99.218,31.531,43.144,24.543,SOFT,9.0,296.0,False,1,5.0,True,2022,Sakhir,1
PER,Red Bull Racing,7.0,99.264,31.437,43.135,24.692,SOFT,10.0,298.0,False,1,5.0,True,2022,Sakhir,1
PER,Red Bull Racing,8.0,99.825,31.287,43.774,24.764,SOFT,11.0,314.0,False,1,5.0,True,2022,Sakhir,1
PER,Red Bull Racing,9.0,100.215,31.759,43.742,24.714,SOFT,12.0,311.0,False,1,5.0,True,2022,Sakhir,1
PER,Red Bull Racing,10.0,99.806,31.619,43.537,24.65,SOFT,13.0,325.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,11.0,99.931,31.796,43.358,24.777,SOFT,14.0,291.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,12.0,99.754,31.655,43.371,24.728,SOFT,15.0,295.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,13.0,99.992,31.863,43.419,24.71,SOFT,16.0,297.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,14.0,100.035,31.844,43.364,24.827,SOFT,17.0,304.0,False,12,3.0,True,2022,Sakhir,1
PER,Red Bull Racing,15.0,102.445,31.761,43.441,27.243,SOFT,18.0,297.0,False,21,2.0,False,2022,Sakhir,1
PER,Red Bull Racing,16.0,118.858,52.976,41.991,23.891,MEDIUM,1.0,210.0,False,1,4.0,False,2022,Sakhir,1
PER,Red Bull Racing,17.0,96.634,31.025,41.657,23.952,MEDIUM,2.0,294.0,True,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,18.0,96.852,31.103,41.784,23.965,MEDIUM,3.0,293.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,19.0,97.214,31.154,41.979,24.081,MEDIUM,4.0,299.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,20.0,97.532,31.247,42.166,24.119,MEDIUM,5.0,297.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,21.0,97.629,31.214,42.197,24.218,MEDIUM,6.0,302.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,22.0,97.862,31.232,42.361,24.269,MEDIUM,7.0,300.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,23.0,97.96,31.23,42.415,24.315,MEDIUM,8.0,300.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,24.0,98.155,31.242,42.588,24.325,MEDIUM,9.0,297.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,25.0,98.419,31.427,42.692,24.3,MEDIUM,10.0,299.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,26.0,98.693,31.468,42.851,24.374,MEDIUM,11.0,295.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,27.0,98.563,31.449,42.795,24.319,MEDIUM,12.0,292.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,28.0,98.697,31.48,42.886,24.331,MEDIUM,13.0,294.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,29.0,98.99,31.516,43.055,24.419,MEDIUM,14.0,293.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,30.0,98.879,31.547,42.883,24.449,MEDIUM,15.0,292.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,31.0,99.292,31.717,43.018,24.557,MEDIUM,16.0,294.0,False,1,3.0,True,2022,Sakhir,1
PER,Red Bull Racing,32.0,99.222,31.631,43.057,24.534,MEDIUM,17.0,295.0,False,1,2.0,True,2022,Sakhir,1
PER,Red Bull Racing,33.0,101.868,31.657,43.109,27.102,MEDIUM,18.0,290.0,False,1,2.0,False,2022,Sakhir,1
PER,Red Bull Racing,34.0,117.056,51.6,41.774,23.682,SOFT,4.0,216.0,False,1,4.0,False,2022,Sakhir,1
PER,Red Bull Racing,35.0,96.302,30.876,41.565,23.861,SOFT,5.0,293.0,True,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,36.0,96.511,30.992,41.679,23.84,SOFT,6.0,297.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,37.0,97.119,31.087,42.061,23.971,SOFT,7.0,296.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,38.0,96.755,30.93,41.873,23.952,SOFT,8.0,296.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,39.0,96.987,30.955,41.949,24.083,SOFT,9.0,297.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,40.0,97.178,31.155,41.999,24.024,SOFT,10.0,294.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,41.0,97.639,31.155,42.332,24.152,SOFT,11.0,297.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,42.0,97.255,31.085,42.139,24.031,SOFT,12.0,292.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,43.0,100.228,31.173,42.25,26.805,SOFT,13.0,291.0,False,1,4.0,False,2022,Sakhir,1
PER,Red Bull Racing,44.0,116.521,51.953,41.059,23.509,SOFT,4.0,215.0,False,1,5.0,False,2022,Sakhir,1
PER,Red Bull Racing,45.0,103.562,30.784,41.289,31.489,SOFT,5.0,296.0,False,16,4.0,False,2022,Sakhir,1
PER,Red Bull Racing,46.0,128.4,39.258,57.047,32.095,SOFT,6.0,192.0,False,64,4.0,False,2022,Sakhir,1
PER,Red Bull Racing,47.0,132.05,42.339,56.876,32.835,SOFT,7.0,255.0,False,4,4.0,False,2022,Sakhir,1
PER,Red Bull Racing,48.0,136.085,37.655,62.212,36.218,SOFT,8.0,265.0,False,4,4.0,False,2022,Sakhir,1
PER,Red Bull Racing,49.0,145.098,43.474,66.188,35.436,SOFT,9.0,150.0,False,4,4.0,False,2022,Sakhir,1
PER,Red Bull Racing,50.0,141.747,44.248,58.33,39.169,SOFT,10.0,130.0,False,41,4.0,False,2022,Sakhir,1
PER,Red Bull Racing,51.0,96.389,30.881,41.705,23.803,SOFT,11.0,311.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,52.0,96.089,30.825,41.519,23.745,SOFT,12.0,297.0,True,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,53.0,96.113,30.794,41.527,23.792,SOFT,13.0,296.0,False,1,4.0,True,2022,Sakhir,1
PER,Red Bull Racing,54.0,96.755,30.895,41.788,24.072,SOFT,14.0,296.0,False,1,3.0,True,2022,Sakhir,1
PER,Red Bull Racing,55.0,96.436,30.854,41.704,23.878,SOFT,15.0,307.0,False,1,3.0,True,2022,Sakhir,1
PER,Red Bull Racing,56.0,96.286,30.819,41.552,23.915,SOFT,16.0,303.0,False,1,3.0,True,2022,Sakhir,1
PER,Red Bull Racing,57.0,,,,,SOFT,17.0,,,12,,False,2022,Sakhir,1
ALO,Alpine,1.0,105.174,,44.252,24.81,SOFT,4.0,252.0,False,1,9.0,False,2022,Sakhir,1
ALO,Alpine,2.0,100.412,32.208,43.527,24.677,SOFT,5.0,288.0,True,1,9.0,True,2022,Sakhir,1
ALO,Alpine,3.0,100.226,32.073,43.487,24.666,SOFT,6.0,291.0,True,1,9.0,True,2022,Sakhir,1
ALO,Alpine,4.0,100.097,32.043,43.3,24.754,SOFT,7.0,294.0,True,1,9.0,True,2022,Sakhir,1
ALO,Alpine,5.0,100.465,32.045,43.554,24.866,SOFT,8.0,293.0,False,1,9.0,True,2022,Sakhir,1
ALO,Alpine,6.0,100.658,32.105,43.625,24.928,SOFT,9.0,292.0,False,1,9.0,True,2022,Sakhir,1
ALO,Alpine,7.0,100.823,32.196,43.68,24.947,SOFT,10.0,298.0,False,1,9.0,True,2022,Sakhir,1
ALO,Alpine,8.0,102.371,32.863,44.324,25.184,SOFT,11.0,298.0,False,1,10.0,True,2022,Sakhir,1
ALO,Alpine,9.0,101.448,32.246,44.097,25.105,SOFT,12.0,294.0,False,1,10.0,True,2022,Sakhir,1
ALO,Alpine,10.0,101.873,32.304,44.451,25.118,SOFT,13.0,292.0,False,1,10.0,True,2022,Sakhir,1
ALO,Alpine,11.0,104.265,32.531,44.105,27.629,SOFT,14.0,291.0,False,1,11.0,False,2022,Sakhir,1
ALO,Alpine,12.0,120.053,53.203,42.623,24.227,MEDIUM,1.0,217.0,False,1,20.0,False,2022,Sakhir,1
ALO,Alpine,13.0,99.05,31.641,43.009,24.4,MEDIUM,2.0,295.0,True,1,17.0,True,2022,Sakhir,1
ALO,Alpine,14.0,99.704,31.772,43.48,24.452,MEDIUM,3.0,306.0,False,12,14.0,True,2022,Sakhir,1
ALO,Alpine,15.0,100.256,32.146,43.439,24.671,MEDIUM,4.0,292.0,False,1,11.0,True,2022,Sakhir,1
ALO,Alpine,16.0,100.572,31.432,44.539,24.601,MEDIUM,5.0,317.0,False,1,9.0,True,2022,Sakhir,1
ALO,Alpine,17.0,99.434,31.784,43.161,24.489,MEDIUM,6.0,292.0,False,1,9.0,True,2022,Sakhir,1
ALO,Alpine,18.0,99.809,31.857,43.465,24.487,MEDIUM,7.0,291.0,False,1,9.0,True,2022,Sakhir,1
ALO,Alpine,19.0,99.785,31.849,43.369,24.567,MEDIUM,8.0,291.0,False,1,9.0,True,2022,Sakhir,1
ALO,Alpine,20.0,99.874,31.875,43.342,24.657,MEDIUM,9.0,292.0,False,1,9.0,True,2022,Sakhir,1
ALO,Alpine,21.0,100.087,32.038,43.401,24.648,MEDIUM,10.0,291.0,False,1,9.0,True,2022,Sakhir,1
ALO,Alpine,22.0,100.504,32.011,43.827,24.666,MEDIUM,11.0,291.0,False,1,9.0,True,2022,Sakhir,1
ALO,Alpine,23.0,99.922,31.933,43.25,24.739,MEDIUM,12.0,291.0,False,1,9.0,True,2022,Sakhir,1
ALO,Alpine,24.0,100.496,32.115,43.613,24.768,MEDIUM,13.0,291.0,False,1,9.0,True,2022,Sakhir,1
ALO,Alpine,25.0,102.836,31.989,43.79,27.057,MEDIUM,14.0,291.0,False,1,10.0,False,2022,Sakhir,1
ALO,Alpine,26.0,120.922,53.394,43.439,24.089,HARD,1.0,214.0,False,1,14.0,False,2022,Sakhir,1
ALO,Alpine,27.0,97.995,31.537,42.402,24.056,HARD,2.0,290.0,True,1,14.0,True,2022,Sakhir,1
ALO,Alpine,28.0,98.908,31.621,43.09,24.197,HARD,3.0,290.0,False,1,14.0,True,2022,Sakhir,1
ALO,Alpine,29.0,98.68,31.615,42.799,24.266,HARD,4.0,292.0,False,1,14.0,True,2022,Sakhir,1
ALO,Alpine,30.0,98.626,31.41,42.884,24.332,HARD,5.0,315.0,False,1,12.0,True,2022,Sakhir,1
ALO,Alpine,31.0,98.958,31.833,42.805,24.32,HARD,6.0,290.0,False,1,11.0,True,2022,Sakhir,1
ALO,Alpine,32.0,99.153,31.722,43.088,24.343,HARD,7.0,290.0,False,1,11.0,True,2022,Sakhir,1
ALO,Alpine,33.0,99.686,31.906,43.345,24.435,HARD,8.0,291.0,False,1,11.0,True,2022,Sakhir,1
ALO,Alpine,34.0,99.208,31.777,43.026,24.405,HARD,9.0,295.0,False,1,11.0,True,2022,Sakhir,1
ALO,Alpine,35.0,99.214,31.782,43.037,24.395,HARD,10.0,293.0,False,1,11.0,True,2022,Sakhir,1
ALO,Alpine,36.0,99.389,31.84,43.098,24.451,HARD,11.0,293.0,False,1,11.0,True,2022,Sakhir,1
ALO,Alpine,37.0,99.426,31.847,43.04,24.539,HARD,12.0,292.0,False,1,10.0,True,2022,Sakhir,1
ALO,Alpine,38.0,100.034,32.059,43.299,24.676,HARD,13.0,288.0,False,1,10.0,True,2022,Sakhir,1
ALO,Alpine,39.0,100.009,31.896,43.59,24.523,HARD,14.0,294.0,False,1,10.0,True,2022,Sakhir,1
ALO,Alpine,40.0,100.295,32.088,43.517,24.69,HARD,15.0,293.0,False,1,11.0,True,2022,Sakhir,1
ALO,Alpine,41.0,99.854,31.903,43.357,24.594,HARD,16.0,295.0,False,1,11.0,True,2022,Sakhir,1
ALO,Alpine,42.0,102.925,31.981,43.665,27.279,HARD,17.0,294.0,False,1,12.0,False,2022,Sakhir,1
ALO,Alpine,43.0,117.366,51.661,41.966,23.739,SOFT,1.0,221.0,False,1,14.0,False,2022,Sakhir,1
ALO,Alpine,44.0,96.733,31.065,41.855,23.813,SOFT,2.0,293.0,True,1,14.0,True,2022,Sakhir,1
ALO,Alpine,45.0,127.867,39.722,54.815,33.33,SOFT,3.0,298.0,False,164,13.0,False,2022,Sakhir,1
ALO,Alpine,46.0,130.714,40.441,56.927,33.346,SOFT,4.0,265.0,False,4,12.0,False,2022,Sakhir,1
ALO,Alpine,47.0,111.463,36.484,48.707,26.272,SOFT,5.0,251.0,False,4,12.0,False,2022,Sakhir,1
ALO,Alpine,48.0,105.574,33.956,46.205,25.413,SOFT,6.0,284.0,False,4,12.0,False,2022,Sakhir,1
ALO,Alpine,49.0,113.977,33.127,46.84,34.01,SOFT,7.0,287.0,False,4,12.0,False,2022,Sakhir,1
ALO,Alpine,50.0,133.261,42.073,55.761,35.427,SOFT,8.0,185.0,False,41,12.0,False,2022,Sakhir,1
ALO,Alpine,51.0,99.006,31.587,43.468,23.951,SOFT,9.0,309.0,False,1,11.0,True,2022,Sakhir,1
ALO,Alpine,52.0,97.538,31.292,42.145,24.101,SOFT,10.0,296.0,False,1,11.0,True,2022,Sakhir,1
ALO,Alpine,53.0,97.396,31.322,42.1,23.974,SOFT,11.0,297.0,False,1,11.0,True,2022,Sakhir,1
ALO,Alpine,54.0,97.303,31.171,42.093,24.039,SOFT,12.0,298.0,False,1,10.0,True,2022,Sakhir,1
ALO,Alpine,55.0,97.672,31.239,42.303,24.13,SOFT,13.0,299.0,False,1,10.0,True,2022,Sakhir,1
